text,sentiment
The mouse worked perfectly and made my day!,positive
"This camera is okay, nothing special.",neutral
"This keyboard is okay, nothing special.",neutral
I'm really happy with this laptop.,positive
"No complaints about the tablet, it's decent.",neutral
I hate this camera. Very disappointing.,negative
Extremely dissatisfied with this tablet.,negative
The laptop is neither good nor bad.,neutral
I absolutely love this headphone!,positive
"This mouse is okay, nothing special.",neutral
I absolutely love this microwave!,positive
This camera is fantastic and exceeded my expectations.,positive
I hate this microwave. Very disappointing.,negative
Extremely dissatisfied with this laptop.,negative
The mouse broke after one use. Not worth it.,negative
The headphone broke after one use. Not worth it.,negative
The camera is neither good nor bad.,neutral
I'm really happy with this laptop.,positive
The keyboard is neither good nor bad.,neutral
This tablet is fantastic and exceeded my expectations.,positive
I'm really happy with this headphone.,positive
"This watch is okay, nothing special.",neutral
It's an average mouse. Just fine.,neutral
The mouse worked perfectly and made my day!,positive
"No complaints about the mouse, it's decent.",neutral
This camera is terrible and a waste of money.,negative
What an amazing keyboard. Highly recommend!,positive
"This microwave is okay, nothing special.",neutral
The mouse worked perfectly and made my day!,positive
It's an average tablet. Just fine.,neutral
The headphone worked perfectly and made my day!,positive
What an amazing keyboard. Highly recommend!,positive
I hate this camera. Very disappointing.,negative
The laptop did its job as expected.,neutral
The microwave broke after one use. Not worth it.,negative
It's an average headphone. Just fine.,neutral
The phone broke after one use. Not worth it.,negative
This watch is fantastic and exceeded my expectations.,positive
I absolutely love this printer!,positive
"No complaints about the camera, it's decent.",neutral
I'm really happy with this keyboard.,positive
The keyboard worked perfectly and made my day!,positive
"This headphone is okay, nothing special.",neutral
I hate this laptop. Very disappointing.,negative
This laptop is terrible and a waste of money.,negative
The mouse is neither good nor bad.,neutral
Extremely dissatisfied with this printer.,negative
This headphone is fantastic and exceeded my expectations.,positive
What an amazing microwave. Highly recommend!,positive
The microwave worked perfectly and made my day!,positive
"No complaints about the keyboard, it's decent.",neutral
"This phone is okay, nothing special.",neutral
It's an average microwave. Just fine.,neutral
I'm really happy with this watch.,positive
"This tablet is okay, nothing special.",neutral
It's an average tablet. Just fine.,neutral
Awful laptop. Would not recommend.,negative
"No complaints about the camera, it's decent.",neutral
It's an average printer. Just fine.,neutral
I'm really happy with this watch.,positive
I absolutely love this mouse!,positive
I absolutely love this tablet!,positive
The printer worked perfectly and made my day!,positive
It's an average tablet. Just fine.,neutral
The phone broke after one use. Not worth it.,negative
Awful mouse. Would not recommend.,negative
I'm really happy with this watch.,positive
What an amazing mouse. Highly recommend!,positive
"No complaints about the watch, it's decent.",neutral
What an amazing headphone. Highly recommend!,positive
This laptop is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
What an amazing camera. Highly recommend!,positive
The printer is neither good nor bad.,neutral
The watch broke after one use. Not worth it.,negative
What an amazing mouse. Highly recommend!,positive
The microwave is neither good nor bad.,neutral
This headphone is fantastic and exceeded my expectations.,positive
"No complaints about the laptop, it's decent.",neutral
I absolutely love this headphone!,positive
The camera worked perfectly and made my day!,positive
What an amazing mouse. Highly recommend!,positive
I hate this keyboard. Very disappointing.,negative
The headphone worked perfectly and made my day!,positive
It's an average keyboard. Just fine.,neutral
What an amazing microwave. Highly recommend!,positive
What an amazing camera. Highly recommend!,positive
I'm really happy with this keyboard.,positive
"No complaints about the microwave, it's decent.",neutral
The camera broke after one use. Not worth it.,negative
"This watch is okay, nothing special.",neutral
"No complaints about the laptop, it's decent.",neutral
The mouse is neither good nor bad.,neutral
The phone worked perfectly and made my day!,positive
Extremely dissatisfied with this headphone.,negative
Extremely dissatisfied with this phone.,negative
I absolutely love this watch!,positive
I absolutely love this keyboard!,positive
This watch is terrible and a waste of money.,negative
The printer is neither good nor bad.,neutral
What an amazing microwave. Highly recommend!,positive
The phone broke after one use. Not worth it.,negative
The mouse worked perfectly and made my day!,positive
The printer worked perfectly and made my day!,positive
The mouse worked perfectly and made my day!,positive
This mouse is fantastic and exceeded my expectations.,positive
It's an average microwave. Just fine.,neutral
This camera is fantastic and exceeded my expectations.,positive
What an amazing mouse. Highly recommend!,positive
What an amazing printer. Highly recommend!,positive
The watch worked perfectly and made my day!,positive
It's an average tablet. Just fine.,neutral
The microwave is neither good nor bad.,neutral
I'm really happy with this headphone.,positive
"No complaints about the keyboard, it's decent.",neutral
I absolutely love this microwave!,positive
The tablet broke after one use. Not worth it.,negative
I hate this microwave. Very disappointing.,negative
The camera broke after one use. Not worth it.,negative
"No complaints about the mouse, it's decent.",neutral
What an amazing mouse. Highly recommend!,positive
This headphone is fantastic and exceeded my expectations.,positive
This laptop is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this laptop.,negative
The camera is neither good nor bad.,neutral
This laptop is fantastic and exceeded my expectations.,positive
The phone did its job as expected.,neutral
I'm really happy with this tablet.,positive
This keyboard is fantastic and exceeded my expectations.,positive
"This tablet is okay, nothing special.",neutral
I'm really happy with this keyboard.,positive
"No complaints about the microwave, it's decent.",neutral
The mouse worked perfectly and made my day!,positive
"This printer is okay, nothing special.",neutral
Extremely dissatisfied with this camera.,negative
The camera did its job as expected.,neutral
I absolutely love this keyboard!,positive
